"row ID","Age","Employment class","Fnlwgt","Education level","Education years","Marital status","Occupation","Relationship status","Race","Sex","Capital gain","Capital loss","Work hours per week","Native country","Salary","Prediction (Salary)"
"44572",19,"Private",236396,"11th",7,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"44573",21,"Private",688355,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States",,"<=50K"
"44574",36,"Self-emp-inc",37019,"HS-grad",9,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,50,"United-States",,"<=50K"
"44579",43,"Private",108945,"Some-college",10,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,38,"United-States",,"<=50K"
"44583",39,"Private",82488,"Some-college",10,"Divorced","Sales","Unmarried","Asian-Pac-Islander","Female",0,0,38,"United-States",,"<=50K"
"44585",27,"Private",37088,"Assoc-acdm",12,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"44586",21,"Private",152540,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,35,"United-States",,"<=50K"
"44588",30,"Private",126242,"Some-college",10,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"United-States",,"<=50K"
"44591",25,"Private",210184,"11th",7,"Separated","Craft-repair","Own-child","White","Male",0,0,40,"United-States",,"<=50K"
"44593",47,"Private",124973,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States",,">50K"
"44594",23,"Private",182117,"Assoc-acdm",12,"Never-married","Other-service","Own-child","White","Male",0,0,60,"United-States",,"<=50K"
"44595",42,"Private",220049,"HS-grad",9,"Married-civ-spouse","Sales","Husband","Black","Male",0,0,40,"United-States",,"<=50K"
"44596",39,"Self-emp-not-inc",247975,"Some-college",10,"Never-married","Craft-repair","Not-in-family","Asian-Pac-Islander","Male",0,0,30,"United-States",,"<=50K"
"44601",44,"Private",129100,"11th",7,"Separated","Other-service","Unmarried","Black","Female",0,0,60,"United-States",,"<=50K"
"44604",26,"Private",171114,"Assoc-voc",11,"Separated","Adm-clerical","Unmarried","White","Female",0,0,35,"United-States",,"<=50K"
"44610",30,"Private",350979,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"Laos",,"<=50K"
"44614",42,"Self-emp-not-inc",373403,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States",,"<=50K"
"44616",36,"Private",130926,"Bachelors",13,"Divorced","Adm-clerical","Not-in-family","White","Female",3674,0,40,"United-States",,"<=50K"
"44617",32,"Federal-gov",72338,"Assoc-voc",11,"Never-married","Prof-specialty","Other-relative","Asian-Pac-Islander","Male",0,0,40,"United-States",,"<=50K"
"44618",27,"Private",129624,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",,">50K"
"44620",40,"Private",191196,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"44624",29,"Private",89030,"HS-grad",9,"Never-married","Sales","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"44625",47,"Private",345493,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",99999,0,55,"Taiwan",,">50K"
"44631",19,"Private",299050,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,20,"United-States",,"<=50K"
"44633",47,"Private",121958,"7th-8th",4,"Married-spouse-absent","Other-service","Unmarried","White","Female",0,0,30,"United-States",,"<=50K"
"44637",40,"Self-emp-not-inc",209833,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States",,"<=50K"
"44640",44,"Self-emp-not-inc",147206,"Some-college",10,"Never-married","Craft-repair","Own-child","White","Male",0,0,12,"United-States",,"<=50K"
"44642",21,"Private",315065,"7th-8th",4,"Never-married","Other-service","Other-relative","White","Male",0,0,48,"Mexico",,"<=50K"
"44647",33,"Private",343925,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"Jamaica",,"<=50K"
"44649",48,"Private",398843,"Some-college",10,"Separated","Sales","Unmarried","Black","Female",0,0,35,"United-States",,"<=50K"
"44652",48,"Private",54759,"HS-grad",9,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,38,"United-States",,"<=50K"
"44663",35,"Private",182467,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Wife","White","Female",0,0,44,"United-States",,"<=50K"
"44668",50,"Private",162632,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",,">50K"
"44675",32,"Private",164243,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,60,"United-States",,"<=50K"
"44679",21,"Private",123727,"HS-grad",9,"Never-married","Exec-managerial","Other-relative","White","Female",0,0,40,"United-States",,"<=50K"
"44680",39,"Private",173175,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States",,">50K"
"44683",27,"Federal-gov",285432,"Assoc-acdm",12,"Never-married","Transport-moving","Not-in-family","Black","Male",0,0,40,"United-States",,"<=50K"
"44687",45,"Private",123283,"HS-grad",9,"Separated","Machine-op-inspct","Unmarried","Black","Female",0,0,15,"United-States",,"<=50K"
"44690",29,"Private",376680,"HS-grad",9,"Never-married","Tech-support","Own-child","Black","Male",0,0,40,"United-States",,"<=50K"
"44691",56,"Private",231232,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,30,"Canada",,"<=50K"
"44692",55,"Self-emp-not-inc",168625,"Some-college",10,"Divorced","Tech-support","Not-in-family","White","Female",0,0,12,"United-States",,"<=50K"
"44703",33,"Private",157747,"9th",5,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,70,"United-States",,"<=50K"
"44708",19,"Private",386378,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,20,"United-States",,"<=50K"
"44710",26,"Private",210812,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,43,"United-States",,"<=50K"
"44712",20,"Private",215247,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United-States",,"<=50K"
"44715",22,"Private",24008,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"44726",31,"Private",260782,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1579,45,"El-Salvador",,"<=50K"
"44728",22,"State-gov",64292,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,43,"United-States",,"<=50K"
"44730",55,"Local-gov",219775,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,38,"United-States",,"<=50K"
"44731",43,"Private",212894,"HS-grad",9,"Divorced","Craft-repair","Other-relative","White","Male",0,0,40,"United-States",,"<=50K"
"44736",25,"Private",163620,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,84,"United-States",,">50K"
"44748",51,"Private",183611,"Assoc-acdm",12,"Divorced","Exec-managerial","Unmarried","White","Male",0,0,55,"Germany",,"<=50K"
"44750",65,"Self-emp-inc",208452,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,35,"United-States",,">50K"
"44757",37,"Federal-gov",196348,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"44762",31,"Private",315128,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,52,"United-States",,"<=50K"
"44763",31,"Federal-gov",206823,"Bachelors",13,"Divorced","Protective-serv","Not-in-family","White","Male",0,0,50,"United-States",,">50K"
"44774",30,"Private",53158,"Assoc-acdm",12,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"44779",23,"Private",83891,"HS-grad",9,"Never-married","Sales","Own-child","Asian-Pac-Islander","Male",0,0,40,"United-States",,"<=50K"
"44780",49,"Private",65087,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States",,">50K"
"44783",19,"Private",278870,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,16,"United-States",,"<=50K"
"44784",30,"Private",174789,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1848,50,"United-States",,">50K"
"44789",41,"Federal-gov",83411,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"44793",58,"Private",188982,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,20,"United-States",,"<=50K"
"44795",34,"Private",164190,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"44798",36,"Local-gov",180805,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"United-States",,"<=50K"
"44803",27,"Private",123984,"Assoc-acdm",12,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Female",0,0,35,"Philippines",,"<=50K"
"44808",49,"State-gov",55938,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",,">50K"
"44810",40,"Private",179717,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Male",0,1564,60,"United-States",,">50K"
"44815",31,"Local-gov",168906,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,35,"United-States",,"<=50K"
"44816",30,"Private",112115,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",,">50K"
"44817",27,"Private",116531,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"44819",56,"Private",191917,"Assoc-acdm",12,"Divorced","Adm-clerical","Unmarried","White","Female",4101,0,40,"United-States",,"<=50K"
"44820",24,"Private",341294,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"44828",31,"Private",193650,"11th",7,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"44829",42,"Private",200187,"Assoc-voc",11,"Divorced","Other-service","Unmarried","White","Female",0,0,32,"United-States",,"<=50K"
"44832",53,"Private",29658,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"44833",26,"Private",154966,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",,">50K"
"44834",81,"Private",364099,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,20,"United-States",,"<=50K"
"44844",25,"Private",179462,"7th-8th",4,"Never-married","Handlers-cleaners","Unmarried","White","Male",0,0,40,"United-States",,"<=50K"
"44846",45,"Private",77764,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"44847",34,"Private",253438,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",,">50K"
"44850",60,"Self-emp-not-inc",376973,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,42,"United-States",,">50K"
"44852",43,"Local-gov",159449,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"44857",57,"Self-emp-inc",101338,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,20,"United-States",,"<=50K"
"44861",48,"Private",145041,"HS-grad",9,"Never-married","Machine-op-inspct","Other-relative","White","Male",0,0,40,"Dominican-Republic",,"<=50K"
"44863",41,"State-gov",363591,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"44865",32,"State-gov",182556,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1887,45,"United-States",,">50K"
"44868",22,"Private",162869,"Some-college",10,"Never-married","Sales","Other-relative","White","Male",0,0,65,"United-States",,"<=50K"
"44873",35,"Private",193026,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",,">50K"
"44875",49,"Local-gov",337768,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",,">50K"
"44880",37,"Private",30267,"11th",7,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,60,"United-States",,">50K"
"44887",33,"Federal-gov",159548,"Assoc-acdm",12,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States",,"<=50K"
"44888",43,"Private",91209,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",,">50K"
"44896",20,"Private",194630,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"44899",44,"Local-gov",101593,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,1876,42,"United-States",,"<=50K"
"44904",17,"Private",57324,"10th",6,"Never-married","Other-service","Own-child","White","Male",0,0,30,"United-States",,"<=50K"
"44905",43,"Private",116852,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,36,"Portugal",,"<=50K"
"44906",45,"Private",154430,"Bachelors",13,"Widowed","Prof-specialty","Not-in-family","White","Female",10520,0,50,"United-States",,">50K"
"44907",37,"Private",38468,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"44909",55,"Local-gov",177163,"Masters",14,"Widowed","Prof-specialty","Unmarried","White","Female",914,0,50,"United-States",,"<=50K"
"44911",23,"Private",107578,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",2174,0,40,"United-States",,"<=50K"
"44913",23,"Private",256755,"Bachelors",13,"Never-married","Handlers-cleaners","Other-relative","White","Female",0,0,40,"Cuba",,"<=50K"
"44914",35,"Private",360799,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",7298,0,40,"United-States",,">50K"
"44916",47,"Private",30457,"Assoc-voc",11,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"44920",41,"Private",178983,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",,"<=50K"
"44922",30,"Local-gov",247328,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"44923",42,"Private",201732,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",,">50K"
"44924",35,"Private",246829,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"44927",21,"Private",207923,"Some-college",10,"Married-spouse-absent","Adm-clerical","Own-child","White","Female",0,0,15,"United-States",,"<=50K"
"44933",31,"State-gov",111843,"Assoc-acdm",12,"Separated","Other-service","Unmarried","Black","Female",0,0,40,"United-States",,"<=50K"
"44934",25,"Private",297154,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",2407,0,40,"United-States",,"<=50K"
"44951",40,"Private",168538,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",,">50K"
"44955",65,"Local-gov",205024,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,8,"United-States",,"<=50K"
"44960",17,"Local-gov",246308,"11th",7,"Never-married","Prof-specialty","Own-child","White","Female",0,0,20,"Puerto-Rico",,"<=50K"
"44961",28,"Private",51331,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,16,"United-States",,">50K"
"44962",31,"Private",153078,"Assoc-acdm",12,"Never-married","Craft-repair","Own-child","Other","Male",0,0,50,"United-States",,"<=50K"
"44966",23,"Private",138892,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","Black","Male",0,0,40,"United-States",,"<=50K"
"44971",46,"State-gov",29696,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"44978",45,"Private",339863,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Male",8614,0,48,"United-States",,">50K"
"44984",27,"Private",194652,"HS-grad",9,"Never-married","Craft-repair","Own-child","Black","Male",0,0,40,"United-States",,"<=50K"
"44985",29,"Private",299705,"Some-college",10,"Never-married","Handlers-cleaners","Unmarried","Black","Male",0,0,37,"United-States",,"<=50K"
"44986",19,"Federal-gov",27433,"12th",8,"Never-married","Other-service","Own-child","White","Female",0,0,30,"United-States",,"<=50K"
"44992",23,"Private",35633,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"44993",23,"Private",74568,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"44994",39,"Private",214816,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",,"<=50K"
"44995",43,"Private",222971,"5th-6th",3,"Never-married","Machine-op-inspct","Unmarried","White","Female",0,0,40,"Mexico",,"<=50K"
"44997",47,"Self-emp-inc",212120,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,">50K"
"44999",58,"Local-gov",54947,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,55,"United-States",,"<=50K"
"45008",42,"Private",251229,"Bachelors",13,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"45009",76,"Private",199949,"9th",5,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,13,"United-States",,"<=50K"
"45010",23,"State-gov",305498,"Assoc-voc",11,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"45013",48,"Local-gov",142719,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",,">50K"
"45014",56,"Private",119859,"Some-college",10,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States",,">50K"
"45017",27,"Private",198813,"HS-grad",9,"Divorced","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States",,"<=50K"
"45018",33,"Federal-gov",129707,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States",,"<=50K"
"45021",44,"Private",173981,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,">50K"
"45022",42,"Private",108506,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Amer-Indian-Eskimo","Male",0,0,60,"United-States",,"<=50K"
"45023",34,"Private",134886,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"45024",45,"Federal-gov",181970,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1672,40,"United-States",,">50K"
"45026",59,"Local-gov",196013,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"45030",29,"Private",103111,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,30,"Canada",,"<=50K"
"45031",63,"Self-emp-not-inc",147589,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,30,"United-States",,">50K"
"45032",20,"Private",24008,"Some-college",10,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,24,"United-States",,"<=50K"
"45033",42,"Self-emp-inc",123838,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,50,"United-States",,">50K"
"45037",28,"Private",134566,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",,">50K"
"45040",53,"State-gov",144586,"Some-college",10,"Never-married","Protective-serv","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"45047",26,"Private",318518,"Some-college",10,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"45049",32,"Private",473133,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",,">50K"
"45055",22,"State-gov",119838,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,10,"United-States",,"<=50K"
"45056",26,"Private",330695,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"45065",33,"Self-emp-not-inc",295591,"1st-4th",2,"Married-spouse-absent","Craft-repair","Not-in-family","White","Male",0,0,40,"Mexico",,"<=50K"
"45067",18,"Private",78045,"11th",7,"Married-civ-spouse","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States",,"<=50K"
"45072",61,"Private",128230,"7th-8th",4,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",,"<=50K"
"45076",32,"Federal-gov",128714,"HS-grad",9,"Never-married","Other-service","Own-child","Black","Female",0,0,32,"United-States",,"<=50K"
"45078",39,"Private",269186,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"45079",53,"Private",127671,"7th-8th",4,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"45082",40,"Private",201495,"Bachelors",13,"Divorced","Protective-serv","Not-in-family","White","Male",0,0,45,"United-States",,"<=50K"
"45084",41,"Private",279297,"HS-grad",9,"Never-married","Sales","Not-in-family","Black","Female",0,0,60,"United-States",,"<=50K"
"45085",52,"Self-emp-not-inc",195462,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,98,"United-States",,">50K"
"45086",33,"Private",170769,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"45093",34,"Private",178615,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"45094",33,"Private",279524,"HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"45095",24,"State-gov",165201,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,45,"United-States",,"<=50K"
"45098",39,"Self-emp-inc",114844,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,65,"United-States",,">50K"
"45102",62,"Private",73292,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"45106",57,"Private",109638,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1672,45,"United-States",,">50K"
"45109",52,"Private",236180,"Bachelors",13,"Married-spouse-absent","Other-service","Not-in-family","White","Male",0,0,50,"United-States",,"<=50K"
"45110",21,"Private",118693,"Some-college",10,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States",,"<=50K"
"45117",22,"Private",124971,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"45121",50,"Private",71417,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",3103,0,40,"United-States",,">50K"
"45123",28,"Local-gov",250135,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,55,"United-States",,">50K"
"45124",18,"Private",120283,"12th",8,"Never-married","Sales","Own-child","White","Female",0,0,24,"United-States",,"<=50K"
"45125",20,"Private",216972,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,30,"United-States",,"<=50K"
"45128",22,"Private",216134,"Some-college",10,"Never-married","Sales","Own-child","Black","Female",0,0,40,"United-States",,"<=50K"
"45132",23,"Private",185452,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,35,"Canada",,"<=50K"
"45136",25,"Private",349190,"Assoc-acdm",12,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,20,"United-States",,"<=50K"
"45140",38,"Private",33001,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",,">50K"
"45145",42,"Private",195821,"HS-grad",9,"Separated","Sales","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"45146",28,"Private",56179,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Male",2174,0,55,"United-States",,"<=50K"
"45148",39,"Self-emp-not-inc",124090,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"45149",28,"Private",199600,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,"United-States",,"<=50K"
"45150",42,"Private",255847,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",4386,0,48,"United-States",,">50K"
"45151",51,"Self-emp-not-inc",218311,"Some-college",10,"Divorced","Sales","Unmarried","White","Female",0,0,50,"United-States",,"<=50K"
"45152",27,"Private",167336,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,39,"United-States",,"<=50K"
"45159",27,"Private",109001,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,49,"United-States",,"<=50K"
"45166",41,"Federal-gov",168294,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",5178,0,40,"United-States",,">50K"
"45167",49,"Local-gov",194895,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",7298,0,40,"United-States",,">50K"
"45170",26,"Private",229977,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"United-States",,"<=50K"
"45173",37,"Private",305379,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",,">50K"
"45175",42,"Self-emp-not-inc",99185,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",,">50K"
"45176",25,"Private",159662,"HS-grad",9,"Married-civ-spouse","Sales","Own-child","White","Male",0,0,26,"United-States",,">50K"
"45182",25,"Private",218667,"5th-6th",3,"Married-civ-spouse","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States",,"<=50K"
"45183",43,"State-gov",144811,"Prof-school",15,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States",,"<=50K"
"45188",33,"Private",124187,"11th",7,"Never-married","Transport-moving","Not-in-family","Black","Male",0,0,60,"United-States",,"<=50K"
"45189",51,"Private",147954,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","Black","Female",3411,0,38,"United-States",,"<=50K"
"45191",17,"Private",156501,"12th",8,"Never-married","Other-service","Own-child","White","Female",0,0,16,"United-States",,"<=50K"
"45194",38,"Private",225707,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Cuba",,"<=50K"
"45199",42,"Private",56483,"Assoc-acdm",12,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"45202",41,"Local-gov",297248,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2415,45,"United-States",,">50K"
"45203",17,"Private",137042,"10th",6,"Never-married","Prof-specialty","Own-child","White","Male",0,0,20,"United-States",,"<=50K"
"45204",30,"Self-emp-not-inc",33308,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"45205",30,"Private",158420,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"Iran",,"<=50K"
"45206",22,"Private",41763,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",0,0,25,"United-States",,"<=50K"
"45213",26,"Private",236068,"Some-college",10,"Never-married","Sales","Other-relative","White","Female",0,0,20,"United-States",,"<=50K"
